sensor,pid,tsa,plotid,yr,day,b1,b2,b3,b4,b5,b7,b6,fmask
LE7,12345678,14034,31,2012,286,225,278,210,2663,973,388,2885,0
LE7,12345678,14034,31,2012,334,303,419,271,2551,958,418,2788,0
LE7,12345678,14034,31,2012,350,1154,1109,1059,2540,1119,686,2733,4
LE7,12345678,14034,31,2012,366,2147,2151,2089,3929,2064,1605,2599,4
LE7,12345678,14034,31,2013,32,1648,1761,1661,4003,2499,1913,2675,4
LE7,12345678,14034,31,2013,48,415,495,418,2938,904,314,2727,0
LE7,12345678,14034,31,2013,64,334,509,386,2430,1167,519,2782,0
LE7,12345678,14034,31,2013,96,364,508,487,2551,1307,663,2840,0
LC8,12345678,14034,31,2013,104,252,292,525,467,2669,789,2916,0
LE7,12345678,14034,31,2013,128,1429,1479,1304,2789,1355,907,2682,4
LC8,12345678,14034,31,2013,136,1216,1205,1398,1248,3562,999,2766,4
LC8,12345678,14034,31,2013,152,169,224,456,305,3404,624,2994,0
LE7,12345678,14034,31,2013,160,20000,4133,20000,5327,1950,1669,2402,4
LC8,12345678,14034,31,2013,168,7989,8129,8241,8336,8584,3652,2540,4
LE7,12345678,14034,31,2013,176,1289,1489,1429,4024,2376,1421,2938,0
LC8,12345678,14034,31,2013,184,5333,5581,6048,6175,7628,5176,2903,4
LC8,12345678,14034,31,2013,200,112,146,373,201,3670,451,3002,0
LC8,12345678,14034,31,2013,216,122,156,389,218,3521,435,2953,0
LE7,12345678,14034,31,2013,224,3011,2791,2492,3555,1948,1191,2890,4
LC8,12345678,14034,31,2013,232,3625,3766,3953,4014,5349,3261,2846,4
LC8,12345678,14034,31,2013,248,127,167,346,227,3097,430,2973,0
LE7,12345678,14034,31,2013,256,182,369,271,2962,1032,363,2928,0
LC8,12345678,14034,31,2013,264,142,173,367,253,3022,443,2952,0
LE7,12345678,14034,31,2013,272,2169,2138,1947,3757,2562,2127,2868,4
LE7,12345678,14034,31,2013,288,1190,1182,1091,2751,1605,1043,2818,4
LE7,12345678,14034,31,2013,304,1832,1784,1703,3057,1732,1243,2682,4
LC8,12345678,14034,31,2013,312,128,167,312,229,2476,365,2820,0
LE7,12345678,14034,31,2013,320,3778,3725,3623,4179,2812,1821,2733,4
LC8,12345678,14034,31,2013,328,2588,2664,2823,2949,3779,3677,2605,4
LE7,12345678,14034,31,2013,336,257,335,200,2345,700,372,2806,0
LE7,12345678,14034,31,2013,352,225,360,203,2302,607,253,2740,0
LC8,12345678,14034,31,2013,360,118,149,304,212,2359,310,2741,0
LE7,12345678,14034,31,2014,3,4818,4915,4995,6134,4545,4072,2599,4
LE7,12345678,14034,31,2014,19,183,359,248,2300,805,321,2758,0
LC8,12345678,14034,31,2014,27,7689,7738,7552,7558,7558,3659,2407,4
LC8,12345678,14034,31,2014,43,2245,2265,2282,2303,3229,2083,2527,4
LE7,12345678,14034,31,2014,51,299,464,358,2459,988,420,2818,0
LC8,12345678,14034,31,2014,59,180,211,387,325,2392,492,2695,0
LE7,12345678,14034,31,2014,67,705,820,750,2503,1270,746,2721,4
LC8,12345678,14034,31,2014,75,3491,3492,3471,3443,4171,1897,2415,4
LE7,12345678,14034,31,2014,83,295,481,419,2457,1045,500,2752,0
LC8,12345678,14034,31,2014,91,231,272,483,413,2514,516,2841,0
LE7,12345678,14034,31,2014,99,323,528,465,2614,1252,649,2874,0
LC8,12345678,14034,31,2014,107,100,125,223,175,1377,248,2804,0
LE7,12345678,14034,31,2014,115,531,742,668,2798,1621,861,2835,0
LC8,12345678,14034,31,2014,123,239,296,517,432,2861,671,2916,0
LE7,12345678,14034,31,2014,131,290,463,342,2129,954,400,2938,0
LC8,12345678,14034,31,2014,139,190,233,459,341,2999,636,2930,0
LE7,12345678,14034,31,2014,147,349,526,432,3093,1408,610,2948,0
LC8,12345678,14034,31,2014,155,184,227,457,330,3132,593,2965,0
LC8,12345678,14034,31,2014,171,125,157,367,224,2983,465,2967,0
LE7,12345678,14034,31,2014,179,385,529,385,3299,1359,622,2933,0
LC8,12345678,14034,31,2014,187,371,393,591,436,3573,627,2902,0
LE7,12345678,14034,31,2014,195,3464,3503,3390,5265,3686,3674,2569,4
LC8,12345678,14034,31,2014,203,141,187,407,253,3420,463,2928,0
LE7,12345678,14034,31,2014,211,269,410,253,3303,1110,429,2959,0
LC8,12345678,14034,31,2014,219,122,165,374,218,3260,406,2949,0
LE7,12345678,14034,31,2014,227,191,370,194,3168,936,346,2938,0
LC8,12345678,14034,31,2014,235,2572,2537,2608,2505,4233,2402,2689,4
LE7,12345678,14034,31,2014,243,216,392,226,3067,988,374,2948,0
LE7,12345678,14034,31,2014,259,211,344,191,3087,940,338,,
LC8,12345678,14034,31,2014,267,6989,7048,7009,6988,7253,3108,2175,4
LE7,12345678,14034,31,2014,275,20000,20000,20000,6746,5412,4403,2840,4
LC8,12345678,14034,31,2014,283,150,202,247,274,1939,456,2810,2
LE7,12345678,14034,31,2014,291,273,292,219,2442,838,333,2906,0
LC8,12345678,14034,31,2014,299,107,133,268,174,2443,310,2888,0
LE7,12345678,14034,31,2014,307,527,559,437,2823,1023,398,2812,0
LC8,12345678,14034,31,2014,315,6416,6497,6393,6438,6636,3081,2588,4
LE7,12345678,14034,31,2014,323,229,291,295,2269,773,292,2727,0
LC8,12345678,14034,31,2014,331,3517,3576,3595,3691,4751,4175,2626,4
LE7,12345678,14034,31,2014,339,8225,7657,7315,8063,4421,3975,2546,4
LC8,12345678,14034,31,2014,347,164,211,356,293,2184,350,2738,2
LE7,12345678,14034,31,2014,355,4191,4053,4106,4736,4079,3643,2641,4
LC8,12345678,14034,31,2014,363,6941,6946,6831,6781,6827,1761,2538,4
LE7,12345678,14034,31,2015,22,6422,6266,6366,6773,5873,5266,2599,4
LC8,12345678,14034,31,2015,30,167,229,320,311,1571,546,2747,0
LE7,12345678,14034,31,2015,38,2502,2498,2394,3490,1773,1468,2538,4
LC8,12345678,14034,31,2015,46,125,157,269,224,2226,327,2630,0
LE7,12345678,14034,31,2015,70,20000,20000,20000,20000,3294,2736,2384,4
LC8,12345678,14034,31,2015,78,1482,1522,1702,1706,2838,1938,2649,4
LC8,12345678,14034,31,2015,94,2431,2532,2716,2797,3900,2913,2783,4
LE7,12345678,14034,31,2015,102,323,476,447,2256,1202,629,2869,0
LC8,12345678,14034,31,2015,110,3187,3218,3197,3227,4097,2733,2755,4
LE7,12345678,14034,31,2015,118,298,479,401,2608,1209,514,2897,0
LC8,12345678,14034,31,2015,126,238,309,546,430,2961,644,2917,0
LE7,12345678,14034,31,2015,134,354,610,456,3396,1486,726,2886,0
LC8,12345678,14034,31,2015,142,162,188,402,288,2970,524,2922,0
LE7,12345678,14034,31,2015,150,216,267,176,1424,511,237,2949,2
LC8,12345678,14034,31,2015,158,104,139,293,186,2436,334,2924,0
LE7,12345678,14034,31,2015,166,1273,1270,1274,2773,1031,827,2689,4
LC8,12345678,14034,31,2015,174,428,453,628,471,3393,555,2937,0
LE7,12345678,14034,31,2015,182,308,460,270,3481,1085,422,2965,0
LC8,12345678,14034,31,2015,190,3385,3441,3691,3683,5348,3475,2687,4
LE7,12345678,14034,31,2015,198,375,548,419,3981,1232,427,2944,4
LC8,12345678,14034,31,2015,206,104,139,354,186,3504,368,2983,0
LE7,12345678,14034,31,2015,214,358,468,347,3458,1119,530,2939,0
LC8,12345678,14034,31,2015,222,7925,8093,8149,8234,8524,3623,2739,4
LE7,12345678,14034,31,2015,230,1713,1706,1549,3676,1548,1059,2656,4
LC8,12345678,14034,31,2015,238,104,123,253,128,1994,193,2943,2
LE7,12345678,14034,31,2015,246,363,450,267,3215,980,344,2985,0
LC8,12345678,14034,31,2015,254,2994,2988,2920,2854,3876,2803,2895,4
LE7,12345678,14034,31,2015,262,212,338,221,3091,1012,341,2975,0
LC8,12345678,14034,31,2015,270,6270,6333,6375,6400,7083,3512,2468,4
LE7,12345678,14034,31,2015,278,3487,3636,3671,4881,4648,4256,2830,4
LC8,12345678,14034,31,2015,286,388,545,295,278,1365,273,2869,4
LE7,12345678,14034,31,2015,294,181,313,185,2643,871,344,2913,0
LC8,12345678,14034,31,2015,302,120,160,323,217,2636,344,2908,0
LE7,12345678,14034,31,2015,310,4445,4382,4358,4953,4637,3941,2864,4
LC8,12345678,14034,31,2015,318,112,127,246,203,1506,414,2787,4
LC8,12345678,14034,31,2015,334,7681,7692,7537,7491,7556,3418,2493,4
LE7,12345678,14034,31,2015,342,241,255,171,2259,704,242,2795,0
LC8,12345678,14034,31,2015,350,104,122,263,155,2420,261,2835,0
LC8,12345678,14034,31,2016,1,3842,3713,4177,4015,4347,3660,2467,4
LE7,12345678,14034,31,2016,9,1034,1075,1001,2633,2191,1678,2818,4
LE7,12345678,14034,31,2016,25,1312,1295,1133,3041,876,535,2689,4
LC8,12345678,14034,31,2016,33,104,137,288,186,2513,304,2809,0
LE7,12345678,14034,31,2016,41,555,533,396,2869,748,332,2728,4
LC8,12345678,14034,31,2016,49,110,141,296,197,2392,325,2752,0
LE7,12345678,14034,31,2016,57,310,448,395,2538,1132,506,2771,0
LC8,12345678,14034,31,2016,65,351,506,526,626,2756,419,2643,4
LE7,12345678,14034,31,2016,73,20000,20000,20000,20000,2975,2640,2374,4
LC8,12345678,14034,31,2016,81,3645,3817,4040,4172,5276,3740,2697,4
LE7,12345678,14034,31,2016,89,256,414,311,2489,1121,514,2864,0
LC8,12345678,14034,31,2016,97,183,231,400,325,2593,504,2839,0
LE7,12345678,14034,31,2016,105,281,427,389,2468,1196,547,2869,0
LC8,12345678,14034,31,2016,113,1582,1567,1606,1518,2804,970,2713,4
LC8,12345678,14034,31,2016,129,3240,3366,3859,3887,5216,3857,2785,4
LE7,12345678,14034,31,2016,137,270,408,347,2698,1243,575,2891,0
LC8,12345678,14034,31,2016,145,1380,1380,1513,1472,2557,1409,2697,4
LC8,12345678,14034,31,2016,161,126,169,361,227,3027,478,2946,0
LE7,12345678,14034,31,2016,169,20000,3912,3836,5149,3038,2229,2683,4
LC8,12345678,14034,31,2016,177,101,145,357,204,3365,441,2957,0
LC8,12345678,14034,31,2016,193,100,131,347,195,3277,413,2975,0
LE7,12345678,14034,31,2016,201,1758,1804,1637,3978,1589,1031,2649,4
LC8,12345678,14034,31,2016,209,122,153,376,187,3801,379,2947,0
LE7,12345678,14034,31,2016,217,1105,1152,1016,2719,1172,802,2747,4
LC8,12345678,14034,31,2016,225,104,147,370,217,3459,425,2951,0
LE7,12345678,14034,31,2016,233,238,382,168,3686,978,333,2980,0
LC8,12345678,14034,31,2016,241,109,137,323,179,3170,337,2979,0
LC8,12345678,14034,31,2016,257,105,146,305,162,3124,312,2965,0
LE7,12345678,14034,31,2016,265,20000,20000,20000,7587,2388,2323,2281,4
LE7,12345678,14034,31,2016,281,3741,3691,3549,4894,2005,1644,2523,4
LC8,12345678,14034,31,2016,289,100,128,257,136,2738,284,2892,0
LE7,12345678,14034,31,2016,297,219,281,161,2539,767,304,2858,0
LC8,12345678,14034,31,2016,305,119,131,169,104,1067,101,2835,0
LE7,12345678,14034,31,2016,313,116,263,173,2437,718,305,2864,0
LC8,12345678,14034,31,2016,321,111,146,278,195,2530,287,2852,0
LE7,12345678,14034,31,2016,329,2457,2320,2310,3286,2782,2439,2747,4
LC8,12345678,14034,31,2016,337,109,157,268,190,2378,266,2805,0
LE7,12345678,14034,31,2016,345,170,298,194,2409,739,253,2740,0
LC8,12345678,14034,31,2016,353,102,141,288,173,2466,259,2875,0
LE7,12345678,14034,31,2017,11,849,851,677,2692,995,467,2740,0
LC8,12345678,14034,31,2017,19,1613,1637,1678,1597,3140,1346,2641,4
LE7,12345678,14034,31,2017,27,211,335,216,2273,714,296,2783,0
LC8,12345678,14034,31,2017,35,101,133,281,187,2435,315,2726,0
LE7,12345678,14034,31,2017,43,20000,20000,20000,7791,4869,3193,2709,4
LC8,12345678,14034,31,2017,51,102,133,294,198,2423,341,2857,0
LE7,12345678,14034,31,2017,59,2905,3033,3121,4042,3546,2933,2813,4
LC8,12345678,14034,31,2017,67,3648,3740,3793,3918,4817,4299,2749,4
